repo_id,repo_name,month,cumulative_stars,cumulative_forks,monthly_downloads,new_issues,new_pull_requests,monthly_commits,star_growth_rate
R00418,llm-rs,2025-05,8716,2519,74505,6,9,59,0.0009
R00418,llm-rs,2025-06,8692,1780,50017,4,9,51,0.118
R00418,llm-rs,2025-07,9118,1847,52634,5,3,48,0.0839
R00418,llm-rs,2025-08,10099,2188,44102,3,7,56,-0.0192
R00242,YBN,2024-04,3787,1135,2933,12,3,5,0.1328
R00242,YBN,2024-05,4113,1147,5340,19,4,20,0.0104
R00242,YBN,2024-05,4490,399,1973,10,3,10,0.0193
R00242,YBN,2024-06,4679,1262,5353,17,4,12,-0.0168
R00242,YBN,2024-07,5240,481,7694,14,4,7,-0.0102
R00242,YBN,2024-08,5360,1254,3239,21,4,11,-0.001
R00242,YBN,2024-09,5965,489,7456,15,9,11,0.1401
R00242,YBN,2024-10,6175,1534,7796,12,5,15,0.0229
R00242,YBN,2024-11,6569,1690,6859,19,2,9,0.0182
R00242,YBN,2024-12,6693,521,3356,19,3,12,0.061
R00242,YBN,2025-01,7464,630,8473,23,3,9,0.0416
R00242,YBN,2025-02,6959,1024,8272,19,3,6,0.0056
R00242,YBN,2025-03,7702,504,11950,16,3,16,-0.0041
R00242,YBN,2025-04,8700,837,12938,17,5,11,0.1117
R00242,YBN,2025-05,8813,672,7264,12,2,8,-0.0112
R00242,YBN,2025-06,9039,2541,10738,17,3,7,0.1151
R00242,YBN,2025-07,9735,1529,8037,17,3,12,-0.001
R00242,YBN,2025-08,8897,2450,6411,17,4,13,0.1288
R00616,open-lab,2024-04,3774,911,2731,26,5,1,0.0983
R00616,open-lab,2024-05,4154,1040,2515,24,4,3,0.0448
R00616,open-lab,2024-05,4415,1009,1747,21,6,2,0.0011
R00616,open-lab,2024-06,4903,501,1396,24,5,3,-0.0084
R00616,open-lab,2024-07,5291,1274,4452,26,4,0,0.0326
R00616,open-lab,2024-08,5507,413,1584,23,1,1,-0.0197
R00616,open-lab,2024-09,5666,598,3639,31,5,3,-0.018
R00616,open-lab,2024-10,6013,424,4872,21,5,3,0.0889
R00616,open-lab,2024-11,6663,1279,4266,19,6,3,0.0858
R00616,open-lab,2024-12,6503,948,3534,23,8,1,-0.0046
R00616,open-lab,2025-01,7083,1948,5073,26,4,9,0.0017
R00616,open-lab,2025-02,7646,1458,3431,26,2,4,0.0671
R00616,open-lab,2025-03,8150,1740,2984,20,4,3,0.1222
R00616,open-lab,2025-04,8505,597,4668,22,5,0,-0.0169
R00616,open-lab,2025-05,7937,721,5403,25,2,2,-0.0063
R00616,open-lab,2025-06,8059,615,7104,21,3,3,0.0065
R00616,open-lab,2025-07,9507,1900,2506,22,4,4,0.1327
R00616,open-lab,2025-08,9397,480,8787,18,4,3,-0.0054
R00910,agent-studio,2024-04,3755,301,2415,16,3,30,0.1462
R00910,agent-studio,2024-05,4110,669,3167,8,1,45,0.0163
R00910,agent-studio,2024-05,4338,1053,8030,17,2,38,0.0454
R00910,agent-studio,2024-06,4827,586,14329,19,3,39,0.0734
R00910,agent-studio,2024-07,5017,1273,7896,14,2,37,0.1472
R00910,agent-studio,2024-08,5495,983,16697,17,4,39,-0.0004
R00910,agent-studio,2024-09,5951,1325,10143,12,0,32,0.0517
R00910,agent-studio,2024-10,6306,496,5635,18,0,25,0.043
R00910,agent-studio,2024-11,6583,994,21376,15,2,35,-0.0042
R00910,agent-studio,2024-12,6884,1406,22152,13,2,28,0.0011
R00910,agent-studio,2025-01,7217,938,11139,9,5,37,0.0941
R00910,agent-studio,2025-02,7076,1220,10577,11,0,28,0.1116
R00910,agent-studio,2025-03,7667,1284,19504,15,3,31,0.0909
R00910,agent-studio,2025-04,7991,1275,16377,11,5,34,0.1478
R00910,agent-studio,2025-05,8275,554,15826,11,1,26,0.0392
R00910,agent-studio,2025-06,9223,1083,7037,13,1,36,-0.0144
R00910,agent-studio,2025-07,9850,2369,15344,7,2,39,0.0018
R00910,agent-studio,2025-08,9690,2527,12246,12,2,36,0.1276
R00111,easy-vision,2024-04,3742,1118,1189,17,0,40,0.029
R00111,easy-vision,2024-05,4079,641,1659,21,2,41,0.1153
R00111,easy-vision,2024-05,4499,569,3324,21,1,48,0.144
R00111,easy-vision,2024-06,4752,1034,3153,18,1,55,0.1035
R00111,easy-vision,2024-07,5191,728,1763,16,2,26,0.0732
R00111,easy-vision,2024-08,5236,565,3206,14,1,39,-0.0116
R00111,easy-vision,2024-09,5852,457,4145,22,4,41,0.0007
R00111,easy-vision,2024-10,6088,704,3257,11,2,49,0.0885
R00111,easy-vision,2024-11,6207,1573,5682,22,1,37,0.1321
R00111,easy-vision,2024-12,6764,896,6872,18,1,40,0.1456
R00111,easy-vision,2025-01,6857,1447,3580,15,4,42,0.1461
R00111,easy-vision,2025-02,7145,1088,2514,11,3,43,0.1388
R00111,easy-vision,2025-03,7430,613,5452,14,0,44,0.1107
R00111,easy-vision,2025-04,8620,1092,4304,16,1,36,0.0691
R00111,easy-vision,2025-05,7830,1758,3700,21,1,35,0.0234
R00111,easy-vision,2025-06,8525,1448,4440,16,1,36,0.0694
R00111,easy-vision,2025-07,8773,1124,6576,19,3,32,0.1426
R00111,easy-vision,2025-08,9892,1886,3947,25,4,46,0.0764
R00761,omni-bench-cpp,2024-04,3741,872,58040,24,3,18,0.0378
R00761,omni-bench-cpp,2024-05,4066,1087,32825,11,3,9,0.1037
R00761,omni-bench-cpp,2024-05,4330,760,79355,10,1,9,0.004
R00761,omni-bench-cpp,2024-06,4696,557,85857,16,4,21,0.0977
R00761,omni-bench-cpp,2024-07,5064,1395,59092,13,0,5,0.0049
R00761,omni-bench-cpp,2024-08,5146,1058,105837,22,4,18,-0.0126
R00761,omni-bench-cpp,2024-09,5897,1125,53958,15,2,12,0.0153
R00761,omni-bench-cpp,2024-10,5996,684,30597,19,4,14,0.038
R00761,omni-bench-cpp,2024-11,6431,756,134131,14,3,13,0.0411
R00761,omni-bench-cpp,2024-12,6504,1259,49595,20,3,15,0.0197
R00761,omni-bench-cpp,2025-01,6873,1836,134956,16,3,7,-0.0171
R00761,omni-bench-cpp,2025-02,7323,1693,176964,7,2,12,0.1194
R00761,omni-bench-cpp,2025-03,8293,2019,72424,16,4,10,-0.0109
R00761,omni-bench-cpp,2025-04,7453,1618,70300,12,1,16,0.1256
R00761,omni-bench-cpp,2025-05,8382,796,157546,20,2,9,0.1398
R00761,omni-bench-cpp,2025-06,9226,2643,65273,19,2,9,0.0441
R00761,omni-bench-cpp,2025-07,9271,1551,219377,13,6,18,0.1109
R00761,omni-bench-cpp,2025-08,10176,1977,139505,16,2,14,0.1094
R00219,chat-stack,2024-04,3722,391,16610,13,6,5,-0.0184
R00219,chat-stack,2024-05,4017,260,19802,18,3,1,0.0277
R00219,chat-stack,2024-05,4366,1192,18021,13,4,2,0.0181
R00219,chat-stack,2024-06,4658,960,21170,8,8,5,-0.015
R00219,chat-stack,2024-07,5210,1490,10942,10,2,5,0.1057
R00219,chat-stack,2024-08,5160,486,10228,22,5,6,0.0174
R00219,chat-stack,2024-09,5599,320,15546,9,3,11,-0.0124
R00219,chat-stack,2024-10,5835,788,11173,11,3,5,0.0334
R00219,chat-stack,2024-11,6653,1324,16822,17,3,2,0.1224
R00219,chat-stack,2024-12,6959,611,31734,16,3,1,0.1344
R00219,chat-stack,2025-01,7255,1220,41882,12,4,3,0.0943
R00219,chat-stack,2025-02,7756,735,41158,18,2,5,0.0955
R00219,chat-stack,2025-03,7094,392,28341,15,5,7,-0.0059
R00219,chat-stack,2025-04,8280,2160,26759,13,1,6,0.0957
R00219,chat-stack,2025-05,8491,2386,38230,16,4,5,0.15
R00219,chat-stack,2025-06,8930,2425,17566,10,3,5,0.1444
R00219,chat-stack,2025-07,8454,1237,48379,16,1,3,0.0393
R00219,chat-stack,2025-08,8552,1320,43264,21,2,8,0.0337
R00046,LND,2024-04,3681,902,1203,17,6,48,0.0432
R00046,LND,2024-05,4034,1057,584,8,6,37,0.1019
R00046,LND,2024-05,4306,955,1534,6,5,42,0.0582
R00046,LND,2024-06,4532,944,1582,8,6,45,0.0664
R00046,LND,2024-07,5074,883,767,10,7,36,0.0752
R00046,LND,2024-08,5155,558,2101,8,7,40,-0.0131
R00046,LND,2024-09,5741,1476,2486,7,2,33,0.0553
R00046,LND,2024-10,6130,498,3488,1,2,50,0.1068
R00046,LND,2024-11,6492,1798,1260,6,6,34,0.0914
R00046,LND,2024-12,6830,1885,3401,7,8,45,0.0582
R00046,LND,2025-01,6980,1073,1769,10,3,47,0.0016
R00046,LND,2025-02,7298,2004,2202,9,4,41,0.1183
R00046,LND,2025-03,7564,1451,1584,7,6,52,0.1004
R00046,LND,2025-04,7281,534,3534,7,8,40,0.049
R00046,LND,2025-05,8397,622,4420,9,2,54,0.1001
R00046,LND,2025-06,8026,1762,1452,12,6,52,0.0782
R00046,LND,2025-07,8297,1840,1256,13,4,62,0.1047
R00046,LND,2025-08,9461,2416,3081,9,4,40,0.106
R00429,turbo-quant,2024-04,3680,937,16098,9,5,18,0.012
R00429,turbo-quant,2024-05,3971,212,20647,10,4,21,0.0613
R00429,turbo-quant,2024-05,4315,526,7427,1,3,20,0.1119
R00429,turbo-quant,2024-06,4625,1230,7441,6,7,23,0.0008
R00429,turbo-quant,2024-07,4998,1483,13477,7,9,23,0.1371
R00429,turbo-quant,2024-08,5308,636,16036,9,5,19,0.1487
R00429,turbo-quant,2024-09,5575,436,30327,6,5,19,0.0725
R00429,turbo-quant,2024-10,6129,1619,26476,13,3,15,0.0309
R00429,turbo-quant,2024-11,5987,1672,37250,5,9,18,0.0517
R00429,turbo-quant,2024-12,6419,467,14996,8,4,24,0.0509
R00429,turbo-quant,2025-01,6724,1467,36586,8,3,20,0.0678
R00429,turbo-quant,2025-02,7597,589,22218,13,6,27,-0.0062
R00429,turbo-quant,2025-03,8112,1200,33486,8,3,27,-0.0058
R00429,turbo-quant,2025-04,7444,2014,29774,7,4,34,0.0876
R00429,turbo-quant,2025-05,7656,1700,14518,7,2,13,-0.0042
R00429,turbo-quant,2025-06,9085,604,48852,3,6,17,0.0765
R00429,turbo-quant,2025-07,9221,1402,52119,12,5,20,0.001
R00429,turbo-quant,2025-08,9434,1716,46568,7,5,12,0.099
R00288,turbo-llm-stack,2024-04,3672,897,6577,39,2,31,0.1094
R00288,turbo-llm-stack,2024-05,3980,769,1829,25,2,15,0.1182
R00288,turbo-llm-stack,2024-05,4268,458,2299,24,4,29,0.125
R00288,turbo-llm-stack,2024-06,4684,1184,4477,34,4,21,0.1432
R00288,turbo-llm-stack,2024-07,5143,262,4760,38,4,17,0.0084
R00288,turbo-llm-stack,2024-08,5133,269,7551,34,2,13,0.0097
R00288,turbo-llm-stack,2024-09,5769,562,4491,44,1,13,0.0872
R00288,turbo-llm-stack,2024-10,5731,1536,9562,27,3,16,0.0289
R00288,turbo-llm-stack,2024-11,6634,1575,11012,27,1,17,-0.0116
R00288,turbo-llm-stack,2024-12,6916,1383,4052,35,2,18,-0.0126
R00288,turbo-llm-stack,2025-01,6911,655,11052,22,5,21,0.1193
R00288,turbo-llm-stack,2025-02,7069,1899,13417,33,7,19,0.0033
R00288,turbo-llm-stack,2025-03,7308,2104,12182,40,4,15,0.0438
R00288,turbo-llm-stack,2025-04,7560,400,15629,32,3,21,0.03
R00288,turbo-llm-stack,2025-05,8344,1333,15387,31,4,19,0.018
R00288,turbo-llm-stack,2025-06,7980,2055,12590,27,6,17,0.0811
R00288,turbo-llm-stack,2025-07,9455,2341,13238,30,4,20,-0.0054
R00288,turbo-llm-stack,2025-08,9667,1168,14799,35,5,15,0.0507
R00699,mini-vision-lib,2024-04,3668,250,40933,13,4,54,0.1436
R00699,mini-vision-lib,2024-05,4013,257,10043,9,3,56,-0.0133
R00699,mini-vision-lib,2024-05,4297,929,17103,5,5,50,0.0189
R00699,mini-vision-lib,2024-06,4659,731,24606,9,7,56,0.1387
R00699,mini-vision-lib,2024-07,4938,682,55299,5,3,65,-0.0062
R00699,mini-vision-lib,2024-08,5249,334,49423,7,3,67,-0.0019
R00699,mini-vision-lib,2024-09,5508,869,33841,6,5,59,0.1036
R00699,mini-vision-lib,2024-10,6256,1763,51562,8,4,56,0.0251
R00699,mini-vision-lib,2024-11,6412,1858,29128,8,3,62,0.0942
R00699,mini-vision-lib,2024-12,6297,759,33554,5,4,55,0.1441
R00699,mini-vision-lib,2025-01,6626,1415,82694,5,1,57,0.1022
R00699,mini-vision-lib,2025-02,7268,1678,67668,9,3,69,0.1196
R00699,mini-vision-lib,2025-03,7153,1939,73493,8,2,71,0.0385
R00699,mini-vision-lib,2025-04,7785,1315,50795,7,4,47,0.0627
R00699,mini-vision-lib,2025-05,7734,1776,50537,8,3,56,0.0713
R00699,mini-vision-lib,2025-06,8604,1824,91926,7,4,55,-0.0099
R00699,mini-vision-lib,2025-07,8902,1222,26512,6,1,53,0.0411
R00699,mini-vision-lib,2025-08,9071,1541,38664,3,2,66,0.0616
R01019,micro-serve,2024-04,3620,221,13835,4,2,1,0.1485
R01019,micro-serve,2024-05,3894,312,23052,4,4,4,0.03
R01019,micro-serve,2024-05,4183,907,27576,7,5,2,0.0615
R01019,micro-serve,2024-06,4669,776,51070,7,5,4,0.0286
R01019,micro-serve,2024-07,4924,484,38055,6,3,4,0.1365
R01019,micro-serve,2024-08,5156,1119,61326,1,3,2,0.0529
R01019,micro-serve,2024-09,5657,547,79036,3,4,6,0.0889
R01019,micro-serve,2024-10,5812,1540,44430,4,2,3,0.0705
R01019,micro-serve,2024-11,6037,1162,27107,7,3,4,0.0218
R01019,micro-serve,2024-12,6882,559,32311,6,3,3,0.0779
R01019,micro-serve,2025-01,6627,1105,98010,8,2,4,0.0102
R01019,micro-serve,2025-02,6651,355,71254,8,0,3,0.033
R01019,micro-serve,2025-03,7152,1828,41896,6,3,7,-0.0199
R01019,micro-serve,2025-04,7658,696,102337,11,1,4,-0.0086
R01019,micro-serve,2025-05,7873,554,88043,5,9,7,0.1343
R01019,micro-serve,2025-06,8124,716,128922,5,4,2,0.0398
R01019,micro-serve,2025-07,8882,2611,50919,10,2,3,0.0299
R01019,micro-serve,2025-08,8465,695,66531,6,4,5,0.0373
R00769,tensorrs,2024-04,3550,708,38615,8,3,18,0.0444
R00769,tensorrs,2024-05,3829,450,78074,3,1,13,0.0473
R00769,tensorrs,2024-05,4091,1053,19202,2,4,10,-0.0139
R00769,tensorrs,2024-06,4563,413,64647,7,3,9,0.0107
R00769,tensorrs,2024-07,4662,810,49725,7,1,18,0.0022
R00769,tensorrs,2024-08,5316,1181,65004,3,3,19,0.0839
R00769,tensorrs,2024-09,5703,1115,101068,8,2,17,0.056
R00769,tensorrs,2024-10,5449,1134,120891,10,1,19,0.0696
R00769,tensorrs,2024-11,5682,902,44785,6,4,12,0.0454
R00769,tensorrs,2024-12,6114,1721,112343,6,3,8,0.1479
R00769,tensorrs,2025-01,6906,1802,89454,4,4,15,0.0715
R00769,tensorrs,2025-02,7250,1355,103339,4,3,16,0.0275
R00769,tensorrs,2025-03,7779,2208,48496,2,6,16,-0.0011
R00769,tensorrs,2025-04,7302,1260,159600,7,0,18,0.0891
R00769,tensorrs,2025-05,7931,1633,102725,6,6,13,0.1297
R00769,tensorrs,2025-06,8315,2187,193243,3,1,16,-0.0187
R00769,tensorrs,2025-07,8193,1539,53022,9,3,20,0.0449
R00769,tensorrs,2025-08,9492,510,203347,7,4,18,0.0513
R00027,JSTB,2024-04,3532,396,11221,12,6,32,0.1072
R00027,JSTB,2024-05,3816,575,16025,8,5,29,0.0489
R00027,JSTB,2024-05,4099,751,24757,13,1,27,0.0202
R00027,JSTB,2024-06,4540,665,24730,14,1,19,0.0401
R00027,JSTB,2024-07,4959,516,12672,13,2,29,0.0388
R00027,JSTB,2024-08,4971,416,8982,15,0,30,0.0471
R00027,JSTB,2024-09,5338,779,13659,15,2,17,0.0494
R00027,JSTB,2024-10,5436,1198,31263,10,6,22,0.0198
R00027,JSTB,2024-11,6038,696,30750,10,3,25,0.0666
R00027,JSTB,2024-12,6017,1268,49788,17,5,27,0.0495
R00027,JSTB,2025-01,6183,728,32391,15,4,34,0.01
R00027,JSTB,2025-02,6714,1622,41198,19,2,26,0.0325
R00027,JSTB,2025-03,7639,1483,17221,13,4,22,0.0109
R00027,JSTB,2025-04,7950,1761,47118,18,0,31,0.146
R00027,JSTB,2025-05,7715,1971,57849,8,6,23,0.1119
R00027,JSTB,2025-06,8753,1669,66398,15,3,25,0.1406
R00027,JSTB,2025-07,8301,2332,45663,12,2,19,0.0858
R00027,JSTB,2025-08,8760,1992,74142,9,1,23,0.0739
R00056,FVVC,2024-04,3494,530,35011,19,10,39,-0.0198
R00056,FVVC,2024-05,3793,329,32971,17,7,29,0.1217
R00056,FVVC,2024-05,4095,943,42044,16,5,44,0.1208
R00056,FVVC,2024-06,4406,726,48243,16,11,40,-0.0173
R00056,FVVC,2024-07,4763,412,26246,14,3,31,0.0823
R00056,FVVC,2024-08,5252,419,80585,18,11,38,0.0813
R00056,FVVC,2024-09,5564,1185,92230,26,3,38,0.1068
R00056,FVVC,2024-10,5435,596,40849,21,7,30,0.0133
R00056,FVVC,2024-11,6037,1144,57961,17,7,39,0.093
R00056,FVVC,2024-12,6235,1198,40646,19,3,25,0.0299
R00056,FVVC,2025-01,6816,1210,103208,24,7,41,0.0656
R00056,FVVC,2025-02,7049,1714,76514,27,3,31,0.0529
R00056,FVVC,2025-03,7106,1224,58828,20,8,36,0.1029
R00056,FVVC,2025-04,8027,1824,69637,21,5,34,0.0878
R00056,FVVC,2025-05,7976,802,67732,18,5,27,0.0527
R00056,FVVC,2025-06,7896,1769,154247,16,7,27,0.0154
R00056,FVVC,2025-07,8240,2013,61563,24,5,39,-0.0081
R00056,FVVC,2025-08,9403,2103,118872,22,9,29,0.1367
R00170,rlrs,2024-04,3482,207,4438,26,4,33,0.1123
R00170,rlrs,2024-05,3786,891,6435,24,2,19,0.0295
R00170,rlrs,2024-05,4110,221,4495,33,5,35,0.0468
R00170,rlrs,2024-06,4283,1091,5299,33,4,33,0.1395
R00170,rlrs,2024-07,4660,1298,8079,32,4,36,0.0242
R00170,rlrs,2024-08,5157,780,5806,25,2,32,0.0586
R00170,rlrs,2024-09,5529,328,7322,38,6,37,0.0387
R00170,rlrs,2024-10,5624,1215,5375,33,6,35,0.0841
R00170,rlrs,2024-11,6190,379,8267,32,8,24,0.0324
R00170,rlrs,2024-12,6256,1548,12491,29,6,36,0.1231
R00170,rlrs,2025-01,6236,826,9097,35,11,30,0.0672
R00170,rlrs,2025-02,6990,1075,11751,28,5,37,0.1405
R00170,rlrs,2025-03,7476,1054,10229,30,5,30,0.1125
R00170,rlrs,2025-04,7979,399,11032,25,5,32,0.1149
R00170,rlrs,2025-05,7227,853,13419,31,2,37,0.1407
R00170,rlrs,2025-06,8626,1975,7922,27,7,47,-0.0022
R00170,rlrs,2025-07,8239,1385,6443,22,8,44,0.033
R00170,rlrs,2025-08,9422,1178,10330,36,4,42,-0.0027
R00795,flowpy,2024-04,3457,427,1713,12,3,9,-0.0021
R00795,flowpy,2024-05,3776,818,2264,6,3,10,0.1104
R00795,flowpy,2024-05,3995,217,6104,8,2,8,0.1028
R00795,flowpy,2024-06,4488,263,1419,10,3,4,0.1033
R00795,flowpy,2024-07,4754,649,4745,9,3,4,-0.0156
R00795,flowpy,2024-08,4903,1187,2232,6,2,15,0.0925
R00795,flowpy,2024-09,5294,311,7466,10,2,9,0.0717
R00795,flowpy,2024-10,5532,1005,7167,4,5,7,0.0619
R00795,flowpy,2024-11,5681,542,3836,6,5,9,0.1469
R00795,flowpy,2024-12,5937,439,7469,9,3,10,0.0801
R00795,flowpy,2025-01,6444,385,8500,6,1,6,0.1354
R00795,flowpy,2025-02,6828,1406,2636,9,1,11,0.0019
R00795,flowpy,2025-03,6572,1550,4175,5,5,8,0.0554
R00795,flowpy,2025-04,7121,1061,12409,9,0,7,0.0761
R00795,flowpy,2025-05,7460,2233,7378,8,5,8,0.1073
R00795,flowpy,2025-06,8060,2139,12040,8,4,11,0.0854
R00795,flowpy,2025-07,7772,1013,10283,8,2,13,0.0189
R00795,flowpy,2025-08,8531,1240,6938,10,1,9,0.1403
R00834,graph-spark,2024-04,3447,914,17248,43,2,134,0.1278
R00834,graph-spark,2024-05,3711,1101,13657,21,2,112,0.0665
R00834,graph-spark,2024-05,4040,616,12689,36,0,118,-0.0104
R00834,graph-spark,2024-06,4406,566,15445,33,4,136,-0.0114
R00834,graph-spark,2024-07,4553,457,11626,40,1,132,0.0184
R00834,graph-spark,2024-08,5014,740,7878,35,0,119,0.1413
R00834,graph-spark,2024-09,5168,277,29173,30,0,134,0.0524
R00834,graph-spark,2024-10,5870,915,16763,26,1,134,0.1308
R00834,graph-spark,2024-11,5922,1217,29405,43,0,136,0.0537
R00834,graph-spark,2024-12,6062,724,18730,44,2,135,-0.0197
R00834,graph-spark,2025-01,6294,456,19188,32,1,134,0.1327
R00834,graph-spark,2025-02,6378,661,48048,41,0,143,0.1281
R00834,graph-spark,2025-03,7600,799,49390,33,1,136,0.1376
R00834,graph-spark,2025-04,7302,514,22730,42,1,128,-0.0118
R00834,graph-spark,2025-05,7453,2067,42085,35,2,151,0.0232
R00834,graph-spark,2025-06,8117,1169,47272,48,2,131,0.03
R00834,graph-spark,2025-07,7684,1598,54228,49,2,159,0.1047
R00834,graph-spark,2025-08,9057,1427,52962,36,4,128,0.0116
R00399,ZKQ,2024-04,3416,855,21980,13,5,116,0.0142
R00399,ZKQ,2024-05,3681,601,11460,15,2,105,-0.001
R00399,ZKQ,2024-05,4102,387,9680,11,2,81,0.0554
R00399,ZKQ,2024-06,4227,825,7723,11,3,93,0.0637
R00399,ZKQ,2024-07,4591,1354,33621,13,2,93,0.0215
R00399,ZKQ,2024-08,4738,1374,13026,12,2,93,0.0674
R00399,ZKQ,2024-09,5173,1277,25109,14,3,109,0.0181
R00399,ZKQ,2024-10,5685,430,9993,16,3,81,-0.0158
R00399,ZKQ,2024-11,5549,1585,13125,14,3,88,0.0205
R00399,ZKQ,2024-12,6310,1332,26237,15,3,98,0.0626
R00399,ZKQ,2025-01,6269,325,28668,11,2,95,0.0764
R00399,ZKQ,2025-02,7111,1722,13575,13,5,74,-0.0124
R00399,ZKQ,2025-03,6617,1971,57155,14,2,92,0.0844
R00399,ZKQ,2025-04,6840,518,42594,14,2,102,0.0884
R00399,ZKQ,2025-05,7842,1968,33436,12,6,98,0.0772
R00399,ZKQ,2025-06,7869,1695,15457,7,4,102,-0.016
R00399,ZKQ,2025-07,8710,789,26194,10,2,81,0.1276
R00399,ZKQ,2025-08,9189,2683,63726,12,5,89,0.0803
R00972,LAQUT,2024-04,3320,871,8107,14,9,27,0.1161
R00972,LAQUT,2024-05,3579,546,8800,15,7,40,0.0838
R00972,LAQUT,2024-05,3958,787,6598,16,4,34,0.1395
R00972,LAQUT,2024-06,4306,923,20497,21,1,27,0.1326
R00972,LAQUT,2024-07,4349,384,21622,13,2,40,0.0975
R00972,LAQUT,2024-08,4644,1060,23189,11,3,17,0.0449
R00972,LAQUT,2024-09,5271,937,24912,13,3,41,0.0723
R00972,LAQUT,2024-10,5668,1147,23845,17,0,27,0.137
R00972,LAQUT,2024-11,5910,764,34252,11,2,32,0.0434
R00972,LAQUT,2024-12,6073,1368,38009,21,4,31,0.1329
R00972,LAQUT,2025-01,6093,1531,22179,18,3,32,0.1084
R00972,LAQUT,2025-02,6107,1056,41082,17,2,34,0.0144
R00972,LAQUT,2025-03,6887,1741,24482,12,1,30,0.1258
R00972,LAQUT,2025-04,6811,387,26077,21,3,32,0.0891
R00972,LAQUT,2025-05,7701,1386,49459,15,3,28,0.0302
R00972,LAQUT,2025-06,7805,1961,37535,16,6,20,-0.0136
R00972,LAQUT,2025-07,8498,1465,49680,14,10,38,0.0618
R00972,LAQUT,2025-08,8273,1829,17859,13,5,42,0.0417
R00851,VDFD,2024-04,3268,765,31081,10,6,86,0.0454
R00851,VDFD,2024-05,3586,446,21816,6,3,69,0.0231
R00851,VDFD,2024-05,3786,373,46328,13,9,77,0.05
R00851,VDFD,2024-06,4118,667,35468,15,7,89,0.0613
R00851,VDFD,2024-07,4255,587,39637,11,8,85,0.0919
R00851,VDFD,2024-08,4884,988,12769,13,8,73,0.0139
R00851,VDFD,2024-09,4830,1215,20657,9,4,76,-0.0179
R00851,VDFD,2024-10,5006,570,63142,15,10,93,0.0929
R00851,VDFD,2024-11,5835,1505,35132,14,6,80,0.0543
R00851,VDFD,2024-12,5869,1750,75541,14,8,89,0.0095
R00851,VDFD,2025-01,6485,1256,23684,12,7,72,0.0078
R00851,VDFD,2025-02,6367,526,26733,22,9,82,0.0876
R00851,VDFD,2025-03,6691,1156,61432,16,10,76,0.124
R00851,VDFD,2025-04,7450,399,79865,12,7,81,0.0679
R00851,VDFD,2025-05,7350,1917,45609,12,9,79,0.0547
R00851,VDFD,2025-06,8147,2025,86730,11,8,92,0.0846
R00851,VDFD,2025-07,7602,1686,46847,10,11,77,0.0215
R00851,VDFD,2025-08,7765,1636,87123,12,7,92,0.0639
R01190,serve-ai,2024-04,3214,671,38153,17,2,25,0.1303
R01190,serve-ai,2024-05,3530,583,38390,11,3,23,0.1359
R01190,serve-ai,2024-05,3698,444,31134,13,1,18,0.0627
R01190,serve-ai,2024-06,4153,312,45322,19,4,22,-0.0094
R01190,serve-ai,2024-07,4291,1162,41552,14,1,27,0.1077
R01190,serve-ai,2024-08,4792,1355,50426,15,0,29,0.1027
R01190,serve-ai,2024-09,4947,1113,54781,10,4,35,0.0082
R01190,serve-ai,2024-10,5467,1618,23282,15,0,21,0.1437
R01190,serve-ai,2024-11,5161,1435,80556,20,3,18,0.0585
R01190,serve-ai,2024-12,6113,1175,70373,15,1,23,0.0548
R01190,serve-ai,2025-01,6176,685,58220,15,1,24,0.0796
R01190,serve-ai,2025-02,6004,1652,98207,17,3,21,0.091
R01190,serve-ai,2025-03,7011,1025,32405,12,2,35,0.008
R01190,serve-ai,2025-04,7178,684,73895,8,1,23,0.1108
R01190,serve-ai,2025-05,6984,1212,97797,15,1,30,0.088
R01190,serve-ai,2025-06,7173,1527,70618,10,1,26,0.0919
R01190,serve-ai,2025-07,8208,2423,82334,17,5,24,0.0879
R01190,serve-ai,2025-08,7352,822,54217,21,2,20,0.0998
R00106,mini-eval-forge,2024-04,3198,815,6584,30,3,346,0.0438
R00106,mini-eval-forge,2024-05,3438,831,4731,22,2,381,0.033
R00106,mini-eval-forge,2024-05,3690,997,4395,20,2,423,0.1493
R00106,mini-eval-forge,2024-06,3962,218,9841,26,4,402,0.0132
R00106,mini-eval-forge,2024-07,4261,1135,5912,25,6,358,0.0448
R00106,mini-eval-forge,2024-08,4460,1165,11849,27,4,361,-0.0022
R00106,mini-eval-forge,2024-09,4902,704,8521,28,3,355,0.0917
R00106,mini-eval-forge,2024-10,5063,1230,13769,25,8,385,-0.0141
R00106,mini-eval-forge,2024-11,5483,1426,13688,30,6,380,0.0084
R00106,mini-eval-forge,2024-12,6022,663,12999,19,1,383,0.1394
R00106,mini-eval-forge,2025-01,6165,479,15346,24,8,360,0.0717
R00106,mini-eval-forge,2025-02,5944,1616,15612,29,3,377,0.0187
R00106,mini-eval-forge,2025-03,6535,1352,14672,29,7,378,0.0026
R00106,mini-eval-forge,2025-04,6454,1720,10959,25,5,340,0.1248
R00106,mini-eval-forge,2025-05,6635,1022,17734,21,5,361,0.0992
R00106,mini-eval-forge,2025-06,7722,875,4632,29,3,412,0.0464
R00106,mini-eval-forge,2025-07,7095,997,4641,22,3,374,0.1273
R00106,mini-eval-forge,2025-08,8403,2418,4773,29,6,359,0.1253
