repo_id,repo_name,dependency_name,dependency_type,is_ml_library
R00357,open-infer-core,prisma,dev,False
R00357,open-infer-core,vercel-ai-sdk,optional,False
R00358,ultra-pipe-spark,polars,core,False
R00358,ultra-pipe-spark,ray,core,False
R00358,ultra-pipe-spark,langchain,optional,False
R00358,ultra-pipe-spark,dask,core,False
R00358,ultra-pipe-spark,flax,optional,True
R00358,ultra-pipe-spark,wandb,core,False
R00358,ultra-pipe-spark,chromadb,dev,False
R00359,promptjs,wandb,dev,False
R00359,promptjs,gradio,optional,False
R00359,promptjs,pydantic,core,False
R00359,promptjs,langchain,core,False
R00359,promptjs,jax,core,True
R00359,promptjs,click,optional,False
R00359,promptjs,peft,core,True
R00360,llmstudio,flask,optional,False
R00360,llmstudio,wandb,dev,False
R00360,llmstudio,transformers,dev,True
R00361,MBZSN,dep-31,dev,False
R00361,MBZSN,dep-38,optional,False
R00361,MBZSN,dep-41,core,False
R00362,RCSMA,flask,core,False
R00362,RCSMA,celery,dev,False
R00362,RCSMA,datasets,core,True
R00362,RCSMA,jax,dev,True
R00362,RCSMA,flax,core,True
R00363,text-x64,zod,dev,False
R00363,text-x64,axios,core,False
R00363,text-x64,react,optional,False
R00363,text-x64,express,core,False
R00363,text-x64,vercel-ai-sdk,core,False
R00364,hyper-distill,datasets,optional,True
R00364,hyper-distill,gradio,core,False
R00364,hyper-distill,pydantic,dev,False
R00364,hyper-distill,llama-index,optional,False
R00364,hyper-distill,vllm,core,True
R00364,hyper-distill,faiss,dev,False
R00364,hyper-distill,fastapi,optional,False
R00364,hyper-distill,pandas,core,False
R00365,pipecpp,dep-11,optional,False
R00365,pipecpp,dep-39,dev,False
R00366,easy-serve,transformers,optional,True
R00366,easy-serve,typer,dev,False
R00367,diffforge,anyhow,dev,False
R00367,diffforge,tch-rs,dev,True
R00367,diffforge,tokio,optional,False
R00368,SMHS3,dep-13,optional,False
R00368,SMHS3,dep-39,dev,False
R00368,SMHS3,dep-4,optional,False
R00369,simple-lab-ml,dep-43,dev,False
R00369,simple-lab-ml,dep-43,dev,False
R00370,neo-gpt-hub,dep-30,core,False
R00370,neo-gpt-hub,dep-44,dev,False
R00370,neo-gpt-hub,dep-40,optional,False
R00370,neo-gpt-hub,dep-2,core,False
R00371,lite-merge-rs,typer,optional,False
R00371,lite-merge-rs,jax,dev,True
R00371,lite-merge-rs,optax,optional,True
R00371,lite-merge-rs,polars,optional,False
R00372,inferstack,dep-28,core,False
R00372,inferstack,dep-44,optional,False
R00373,distillcore,qdrant-client,core,False
R00373,distillcore,typer,optional,False
R00373,distillcore,aiohttp,optional,False
R00373,distillcore,peft,dev,True
R00373,distillcore,flax,optional,True
R00373,distillcore,accelerate,core,True
R00374,neo-gpt,wandb,core,False
R00374,neo-gpt,mlflow,optional,False
R00374,neo-gpt,llama-index,dev,False
R00374,neo-gpt,pydantic,core,False
R00374,neo-gpt,faiss,dev,False
R00374,neo-gpt,optax,dev,True
R00375,hyper-flow43,gradio,dev,False
R00375,hyper-flow43,aiohttp,core,False
R00375,hyper-flow43,qdrant-client,optional,False
R00375,hyper-flow43,wandb,dev,False
R00375,hyper-flow43,einops,optional,False
R00375,hyper-flow43,streamlit,dev,False
R00376,omni-embed-core,dep-31,optional,False
R00376,omni-embed-core,dep-4,optional,False
R00377,mini-diff,tiktoken,dev,False
R00377,mini-diff,pydantic,optional,False
R00377,mini-diff,httpx,dev,False
R00377,mini-diff,redis,dev,False
R00378,WKTDN,jax,optional,True
R00378,WKTDN,scikit-learn,optional,True
R00378,WKTDN,scipy,optional,False
R00378,WKTDN,ray,dev,False
R00378,WKTDN,typer,core,False
R00379,open-bench-studio,dep-25,optional,False
R00380,datacpp,dep-11,optional,False
R00380,datacpp,dep-33,optional,False
R00380,datacpp,dep-36,optional,False
R00380,datacpp,dep-25,optional,False
R00381,easy-vector-flow,sentencepiece,core,False
R00381,easy-vector-flow,faiss,core,False
R00381,easy-vector-flow,streamlit,optional,False
R00381,easy-vector-flow,click,optional,False
R00381,easy-vector-flow,sqlalchemy,optional,False
R00381,easy-vector-flow,langchain,optional,False
R00382,fast-chat,transformers,optional,True
R00382,fast-chat,peft,dev,True
R00382,fast-chat,optax,dev,True
R00382,fast-chat,faiss,core,False
R00383,deep-llm,typer,optional,False
R00383,deep-llm,click,optional,False
R00383,deep-llm,torch,core,True
R00384,serve-stack,redis,dev,False
R00384,serve-stack,scikit-learn,optional,True
R00384,serve-stack,bitsandbytes,optional,True
R00384,serve-stack,qdrant-client,core,False
R00384,serve-stack,chromadb,dev,False
R00384,serve-stack,pandas,dev,False
R00384,serve-stack,fastapi,dev,False
R00385,safecpp,dep-9,optional,False
R00386,QYVQI,aiohttp,core,False
R00386,QYVQI,datasets,core,True
R00386,QYVQI,faiss,core,False
R00386,QYVQI,redis,dev,False
R00386,QYVQI,vllm,core,True
R00386,QYVQI,numpy,core,False
R00386,QYVQI,transformers,optional,True
R00386,QYVQI,streamlit,dev,False
R00387,DBXC,pandas,core,False
R00387,DBXC,numpy,core,False
R00387,DBXC,qdrant-client,optional,False
R00388,diffbox,dep-24,core,False
R00389,flash-vector-x,dep-5,core,False
R00389,flash-vector-x,dep-13,dev,False
R00390,audiocraft,serde,optional,False
R00390,audiocraft,tch-rs,optional,True
R00390,audiocraft,tokio,core,False
R00391,MVVXA,dep-11,dev,False
R00392,vision-x,pydantic,core,False
R00392,vision-x,redis,optional,False
R00393,KWRQ,optax,optional,True
R00393,KWRQ,sentencepiece,dev,False
R00393,KWRQ,pydantic,optional,False
R00393,KWRQ,scipy,core,False
R00393,KWRQ,fastapi,core,False
R00393,KWRQ,chromadb,core,False
R00394,flex-text-ml,dep-32,optional,False
R00394,flex-text-ml,dep-41,optional,False
R00394,flex-text-ml,dep-21,optional,False
R00394,flex-text-ml,dep-26,core,False
R00395,uni-lab-flow,dep-45,core,False
R00396,BTIL,scikit-learn,core,True
R00396,BTIL,llama-index,dev,False
R00396,BTIL,transformers,dev,True
R00396,BTIL,tiktoken,optional,False
R00396,BTIL,polars,core,False
R00396,BTIL,mlflow,dev,False
R00396,BTIL,aiohttp,core,False
R00397,poly-chat-cpp,accelerate,dev,True
R00397,poly-chat-cpp,sentencepiece,dev,False
R00397,poly-chat-cpp,fastapi,optional,False
R00397,poly-chat-cpp,dask,core,False
R00397,poly-chat-cpp,tensorflow,core,True
R00397,poly-chat-cpp,wandb,dev,False
R00397,poly-chat-cpp,rich,optional,False
R00397,poly-chat-cpp,datasets,core,True
R00398,auto-audio-stack,vllm,core,True
R00398,auto-audio-stack,einops,core,False
R00398,auto-audio-stack,numpy,dev,False
R00398,auto-audio-stack,flask,core,False
R00398,auto-audio-stack,sentencepiece,core,False
R00398,auto-audio-stack,gradio,optional,False
R00398,auto-audio-stack,bitsandbytes,core,True
R00399,ZKQ,peft,core,True
R00399,ZKQ,numpy,core,False
R00399,ZKQ,bitsandbytes,core,True
R00399,ZKQ,httpx,dev,False
R00399,ZKQ,rich,optional,False
R00399,ZKQ,fastapi,optional,False
R00399,ZKQ,pydantic,core,False
R00400,ultra-diff-js,dask,optional,False
R00400,ultra-diff-js,chromadb,core,False
R00401,ETIZJ,sqlalchemy,core,False
R00401,ETIZJ,tensorflow,core,True
R00401,ETIZJ,bitsandbytes,optional,True
R00402,super-tune-box,candle,dev,True
R00402,super-tune-box,clap,core,False
R00402,super-tune-box,rayon,optional,False
R00402,super-tune-box,serde,core,False
R00403,swift-grad,transformers,core,True
R00403,swift-grad,celery,dev,False
R00403,swift-grad,fastapi,dev,False
R00404,swift-lab-forge,ray,dev,False
R00404,swift-lab-forge,rich,dev,False
R00404,swift-lab-forge,streamlit,optional,False
R00404,swift-lab-forge,peft,core,True
R00404,swift-lab-forge,aiohttp,core,False
R00404,swift-lab-forge,chromadb,optional,False
R00405,bertstudio,transformers,optional,True
R00405,bertstudio,jax,optional,True
R00405,bertstudio,einops,dev,False
R00405,bertstudio,accelerate,optional,True
R00405,bertstudio,fastapi,core,False
R00405,bertstudio,langchain,optional,False
R00405,bertstudio,optax,core,True
R00405,bertstudio,tiktoken,core,False
R00406,prune-forge,dep-7,optional,False
R00406,prune-forge,dep-22,dev,False
R00406,prune-forge,dep-13,dev,False
R00407,codekit26,streamlit,optional,False
R00407,codekit26,optax,optional,True
R00407,codekit26,einops,dev,False
R00407,codekit26,celery,core,False
R00407,codekit26,pandas,dev,False
R00407,codekit26,qdrant-client,optional,False
R00407,codekit26,vllm,dev,True
R00407,codekit26,scipy,core,False
R00408,codehub,pandas,dev,False
R00408,codehub,rich,core,False
R00408,codehub,numpy,core,False
R00408,codehub,dask,optional,False
R00408,codehub,httpx,dev,False
R00408,codehub,tensorflow,core,True
R00408,codehub,peft,dev,True
R00409,ZNB,wandb,optional,False
R00409,ZNB,numpy,dev,False
R00409,ZNB,peft,core,True
R00409,ZNB,sqlalchemy,optional,False
R00410,AXAZM,flax,core,True
R00410,AXAZM,datasets,dev,True
R00410,AXAZM,einops,optional,False
R00410,AXAZM,torch,dev,True
R00411,open-net-pulse,einops,optional,False
R00411,open-net-pulse,faiss,optional,False
R00411,open-net-pulse,datasets,optional,True
R00411,open-net-pulse,torch,core,True
R00411,open-net-pulse,numpy,core,False
R00412,pruneai,einops,core,False
R00412,pruneai,jax,dev,True
R00412,pruneai,click,dev,False
R00412,pruneai,rich,optional,False
R00412,pruneai,scipy,core,False
R00412,pruneai,mlflow,core,False
R00412,pruneai,accelerate,dev,True
R00413,MYH,dep-29,dev,False
R00413,MYH,dep-11,optional,False
R00414,cross-diff-wave,axios,core,False
R00414,cross-diff-wave,express,core,False
R00414,cross-diff-wave,langchain,optional,False
R00414,cross-diff-wave,ai,optional,False
R00414,cross-diff-wave,zod,core,False
R00415,guard-hub,dep-1,core,False
R00415,guard-hub,dep-24,core,False
R00416,POGK,streamlit,optional,False
R00416,POGK,tensorflow,core,True
R00416,POGK,httpx,core,False
R00416,POGK,sqlalchemy,optional,False
R00416,POGK,pandas,optional,False
R00416,POGK,optax,core,True
R00416,POGK,chromadb,dev,False
R00416,POGK,polars,core,False
R00417,flex-bench-craft,tch-rs,dev,True
R00417,flex-bench-craft,tokio,core,False
R00417,flex-bench-craft,rayon,core,False
R00418,llm-rs,sentencepiece,optional,False
R00418,llm-rs,click,dev,False
R00418,llm-rs,qdrant-client,dev,False
R00418,llm-rs,tensorflow,optional,True
R00418,llm-rs,transformers,dev,True
R00418,llm-rs,tiktoken,dev,False
R00418,llm-rs,torch,optional,True
R00419,neo-opt,dep-33,optional,False
R00419,neo-opt,dep-36,optional,False
R00419,neo-opt,dep-26,core,False
R00419,neo-opt,dep-13,core,False
R00420,hyper-llm-py,tokio,optional,False
R00420,hyper-llm-py,clap,dev,False
R00420,hyper-llm-py,reqwest,optional,False
R00420,hyper-llm-py,candle,optional,True
R00421,merge-pulse,burn,optional,True
R00421,merge-pulse,anyhow,optional,False
R00422,neo-serve-craft,langchain,core,False
R00422,neo-serve-craft,torch,core,True
R00423,easy-diff-x,click,core,False
R00423,easy-diff-x,mlflow,optional,False
R00423,easy-diff-x,flax,dev,True
R00423,easy-diff-x,datasets,core,True
R00423,easy-diff-x,jax,dev,True
R00423,easy-diff-x,tiktoken,optional,False
R00423,easy-diff-x,einops,dev,False
R00423,easy-diff-x,chromadb,optional,False
R00424,hyper-chat-kit,scikit-learn,core,True
R00424,hyper-chat-kit,sentencepiece,optional,False
R00425,XZICQ,scikit-learn,dev,True
R00425,XZICQ,einops,dev,False
R00425,XZICQ,optax,core,True
R00426,safe-box,tiktoken,optional,False
R00426,safe-box,scipy,core,False
R00426,safe-box,flask,dev,False
R00426,safe-box,gradio,optional,False
R00426,safe-box,aiohttp,dev,False
R00427,prune-lib,dep-20,optional,False
R00427,prune-lib,dep-29,core,False
R00428,textrs,tiktoken,core,False
R00428,textrs,flask,optional,False
R00428,textrs,wandb,dev,False
R00428,textrs,httpx,optional,False
R00428,textrs,gradio,optional,False
R00429,turbo-quant,pydantic,core,False
R00429,turbo-quant,bitsandbytes,dev,True
R00429,turbo-quant,click,optional,False
R00429,turbo-quant,peft,optional,True
R00429,turbo-quant,langchain,dev,False
R00429,turbo-quant,vllm,core,True
R00429,turbo-quant,sentencepiece,dev,False
R00430,flowlib,faiss,core,False
R00430,flowlib,chromadb,optional,False
R00430,flowlib,httpx,optional,False
R00431,poly-merge-forge,dep-45,optional,False
R00431,poly-merge-forge,dep-31,core,False
R00431,poly-merge-forge,dep-44,core,False
R00432,embedspark,sqlalchemy,core,False
R00432,embedspark,pandas,optional,False
R00432,embedspark,redis,optional,False
R00432,embedspark,langchain,optional,False
R00432,embedspark,accelerate,dev,True
R00432,embedspark,jax,dev,True
R00432,embedspark,optax,dev,True
R00433,BCKL,dep-18,dev,False
R00433,BCKL,dep-9,core,False
R00433,BCKL,dep-44,optional,False
R00434,swift-merge-py,celery,optional,False
R00434,swift-merge-py,wandb,core,False
R00434,swift-merge-py,jax,optional,True
R00434,swift-merge-py,ray,optional,False
R00434,swift-merge-py,flask,optional,False
R00434,swift-merge-py,redis,dev,False
R00435,XWTO,tiktoken,core,False
R00435,XWTO,jax,core,True
R00435,XWTO,streamlit,dev,False
R00435,XWTO,gradio,core,False
R00435,XWTO,sentencepiece,dev,False
R00435,XWTO,redis,optional,False
R00435,XWTO,mlflow,core,False
R00436,nano-code-forge,scikit-learn,dev,True
R00436,nano-code-forge,flax,core,True
R00437,eval-wave,dep-18,core,False
R00437,eval-wave,dep-50,core,False
R00438,data-ops,flask,optional,False
R00438,data-ops,transformers,core,True
R00438,data-ops,dask,dev,False
R00438,data-ops,jax,optional,True
R00439,uni-tensor-lib,dep-12,dev,False
R00439,uni-tensor-lib,dep-27,core,False
R00439,uni-tensor-lib,dep-14,optional,False
R00440,promptx,dep-12,dev,False
R00440,promptx,dep-14,core,False
R00440,promptx,dep-13,dev,False
R00440,promptx,dep-24,dev,False
R00441,agent-craft,dask,dev,False
R00441,agent-craft,fastapi,dev,False
R00441,agent-craft,typer,core,False
R00441,agent-craft,aiohttp,core,False
R00442,open-net-studio,dep-7,dev,False
R00443,LUE,dep-17,dev,False
R00443,LUE,dep-37,optional,False
R00443,LUE,dep-17,dev,False
R00444,pipe-studio,tch-rs,optional,True
R00444,pipe-studio,candle,optional,True
R00444,pipe-studio,serde,dev,False
R00444,pipe-studio,ndarray,core,False
R00444,pipe-studio,reqwest,optional,False
R00445,BGHH,tailwindcss,dev,False
R00445,BGHH,axios,core,False
R00445,BGHH,langchain,core,False
R00445,BGHH,next,optional,False
R00446,poly-eval-wave,fastapi,dev,False
R00446,poly-eval-wave,flax,dev,True
R00447,meta-rl-lib,faiss,dev,False
R00447,meta-rl-lib,pydantic,core,False
R00447,meta-rl-lib,sqlalchemy,dev,False
R00447,meta-rl-lib,polars,dev,False
R00447,meta-rl-lib,rich,optional,False
R00447,meta-rl-lib,qdrant-client,core,False
R00447,meta-rl-lib,accelerate,dev,True
R00448,simple-doc-studio,faiss,dev,False
R00448,simple-doc-studio,peft,optional,True
R00448,simple-doc-studio,datasets,optional,True
R00449,GZGTQ,fastapi,dev,False
R00449,GZGTQ,dask,dev,False
R00449,GZGTQ,redis,optional,False
R00449,GZGTQ,numpy,core,False
R00449,GZGTQ,torch,optional,True
R00449,GZGTQ,tiktoken,core,False
R00449,GZGTQ,wandb,dev,False
R00449,GZGTQ,qdrant-client,dev,False
R00450,inferkit,pydantic,core,False
R00450,inferkit,redis,dev,False
R00450,inferkit,torch,dev,True
R00450,inferkit,mlflow,optional,False
R00450,inferkit,tiktoken,core,False
R00450,inferkit,vllm,core,True
R00451,tokenforge,dep-47,optional,False
R00452,SOT84,dep-9,dev,False
R00453,grad-spark,zod,dev,False
R00453,grad-spark,axios,core,False
R00453,grad-spark,openai,optional,False
R00453,grad-spark,tailwindcss,core,False
R00453,grad-spark,next,optional,False
R00454,bench-cpp,dep-18,optional,False
R00455,model-base,numpy,core,False
R00455,model-base,optax,optional,True
R00455,model-base,flax,core,True
R00455,model-base,llama-index,dev,False
R00455,model-base,polars,optional,False
R00456,mergeai,dep-16,optional,False
R00456,mergeai,dep-48,core,False
R00456,mergeai,dep-29,core,False
R00456,mergeai,dep-20,core,False
R00457,omni-serve,reqwest,dev,False
R00457,omni-serve,tokio,core,False
R00457,omni-serve,rayon,dev,False
R00457,omni-serve,candle,dev,True
R00457,omni-serve,anyhow,core,False
R00458,smart-audio,llama-index,dev,False
R00458,smart-audio,numpy,core,False
R00458,smart-audio,scikit-learn,core,True
R00458,smart-audio,streamlit,optional,False
R00459,text-hub,transformers,core,True
R00459,text-hub,flax,dev,True
R00459,text-hub,scipy,core,False
R00460,llm-kit,sentencepiece,optional,False
R00460,llm-kit,streamlit,optional,False
R00460,llm-kit,vllm,dev,True
R00461,poly-distill-cpp,accelerate,dev,True
R00461,poly-distill-cpp,celery,optional,False
R00461,poly-distill-cpp,flask,optional,False
R00461,poly-distill-cpp,fastapi,optional,False
R00461,poly-distill-cpp,pydantic,optional,False
R00461,poly-distill-cpp,torch,dev,True
R00461,poly-distill-cpp,jax,core,True
R00461,poly-distill-cpp,transformers,dev,True
R00462,YESQQ,dep-30,optional,False
R00463,POKE,rayon,core,False
R00463,POKE,clap,optional,False
R00463,POKE,tch-rs,core,True
R00463,POKE,serde,dev,False
R00463,POKE,tokio,core,False
R00464,tune-hub,click,core,False
R00464,tune-hub,flask,optional,False
R00464,tune-hub,sqlalchemy,dev,False
R00464,tune-hub,jax,core,True
R00465,benchcraft,datasets,core,True
R00465,benchcraft,streamlit,optional,False
R00465,benchcraft,redis,optional,False
R00465,benchcraft,bitsandbytes,dev,True
R00465,benchcraft,optax,optional,True
R00465,benchcraft,tensorflow,optional,True
R00465,benchcraft,ray,optional,False
R00465,benchcraft,dask,optional,False
R00466,turbo-text-ai,clap,dev,False
R00466,turbo-text-ai,ndarray,core,False
R00466,turbo-text-ai,reqwest,dev,False
R00466,turbo-text-ai,anyhow,optional,False
R00467,token-craft,chromadb,dev,False
R00467,token-craft,accelerate,dev,True
R00467,token-craft,streamlit,optional,False
R00467,token-craft,llama-index,dev,False
R00467,token-craft,celery,optional,False
R00467,token-craft,pandas,optional,False
R00467,token-craft,mlflow,optional,False
R00467,token-craft,wandb,optional,False
R00468,flex-vector-studio,aiohttp,core,False
R00468,flex-vector-studio,polars,dev,False
R00468,flex-vector-studio,einops,optional,False
R00468,flex-vector-studio,optax,core,True
R00468,flex-vector-studio,pandas,optional,False
R00468,flex-vector-studio,sentencepiece,dev,False
R00468,flex-vector-studio,typer,optional,False
R00468,flex-vector-studio,scikit-learn,optional,True
R00469,next-text,scikit-learn,core,True
R00469,next-text,wandb,dev,False
R00469,next-text,numpy,dev,False
R00469,next-text,click,optional,False
R00469,next-text,celery,core,False
R00469,next-text,torch,core,True
R00470,deep-opt,ray,optional,False
R00470,deep-opt,vllm,dev,True
R00470,deep-opt,flax,core,True
R00470,deep-opt,polars,dev,False
R00470,deep-opt,optax,dev,True
R00470,deep-opt,numpy,optional,False
R00471,infer-ai,jax,core,True
R00471,infer-ai,pandas,core,False
R00471,infer-ai,datasets,core,True
R00471,infer-ai,wandb,core,False
R00471,infer-ai,transformers,optional,True
R00472,EDZQW61,flask,optional,False
R00472,EDZQW61,polars,dev,False
R00472,EDZQW61,streamlit,core,False
R00472,EDZQW61,typer,optional,False
R00473,swift-agent-ai,dep-9,dev,False
R00474,servepy,dep-38,optional,False
R00474,servepy,dep-19,dev,False
R00474,servepy,dep-4,optional,False
R00475,net-studio83,dep-21,dev,False
R00475,net-studio83,dep-26,core,False
R00476,SFOW,streamlit,dev,False
R00476,SFOW,click,optional,False
R00476,SFOW,redis,optional,False
R00476,SFOW,sentencepiece,dev,False
R00477,lite-tensor,einops,optional,False
R00477,lite-tensor,flax,dev,True
R00478,pipejs,wandb,dev,False
R00478,pipejs,tiktoken,core,False
R00478,pipejs,celery,core,False
R00478,pipejs,datasets,core,True
R00478,pipejs,sqlalchemy,dev,False
R00478,pipejs,vllm,optional,True
R00478,pipejs,ray,optional,False
R00478,pipejs,gradio,dev,False
R00479,fast-doc,dep-30,core,False
R00479,fast-doc,dep-38,optional,False
R00479,fast-doc,dep-41,dev,False
R00479,fast-doc,dep-4,dev,False
R00480,graphhub,dep-11,optional,False
R00480,graphhub,dep-31,optional,False
R00481,smart-eval,reqwest,dev,False
R00481,smart-eval,tch-rs,core,True
R00481,smart-eval,rayon,core,False
R00482,JSID,dep-32,optional,False
R00482,JSID,dep-17,optional,False
R00482,JSID,dep-44,core,False
R00482,JSID,dep-38,core,False
R00483,graph-forge,dep-15,optional,False
R00484,infer-box,mlflow,optional,False
R00484,infer-box,click,dev,False
R00484,infer-box,scipy,core,False
R00484,infer-box,einops,dev,False
R00484,infer-box,numpy,optional,False
R00484,infer-box,torch,optional,True
R00485,multi-lab-ops,dep-9,dev,False
R00486,evalbox,flax,dev,True
R00486,evalbox,langchain,dev,False
R00486,evalbox,wandb,core,False
R00487,tune-kit,bitsandbytes,core,True
R00487,tune-kit,mlflow,optional,False
R00487,tune-kit,tensorflow,dev,True
R00487,tune-kit,httpx,dev,False
R00487,tune-kit,sentencepiece,core,False
R00487,tune-kit,polars,dev,False
R00487,tune-kit,redis,core,False
R00487,tune-kit,faiss,optional,False
R00488,ENK,express,dev,False
R00488,ENK,react,core,False
R00488,ENK,zod,core,False
R00488,ENK,ai,dev,False
R00488,ENK,langchain,core,False
R00489,pro-search-craft,sqlalchemy,core,False
R00489,pro-search-craft,flax,optional,True
R00489,pro-search-craft,tensorflow,optional,True
R00490,mergelib,anyhow,optional,False
R00490,mergelib,clap,core,False
R00490,mergelib,burn,optional,True
R00490,mergelib,reqwest,dev,False
R00490,mergelib,serde,dev,False
R00491,turbo-opt,httpx,optional,False
R00491,turbo-opt,aiohttp,optional,False
R00491,turbo-opt,accelerate,core,True
R00491,turbo-opt,scipy,dev,False
R00491,turbo-opt,rich,core,False
R00491,turbo-opt,scikit-learn,dev,True
R00492,super-lab,dep-16,core,False
R00493,AZE,celery,optional,False
R00493,AZE,torch,dev,True
R00493,AZE,accelerate,core,True
R00493,AZE,dask,dev,False
R00493,AZE,rich,optional,False
R00493,AZE,langchain,dev,False
R00493,AZE,transformers,core,True
R00493,AZE,peft,optional,True
R00494,text-lib,pandas,core,False
R00494,text-lib,qdrant-client,core,False
R00494,text-lib,chromadb,core,False
R00495,model-x25,vllm,core,True
R00495,model-x25,bitsandbytes,optional,True
R00495,model-x25,torch,core,True
R00495,model-x25,streamlit,dev,False
R00495,model-x25,tensorflow,dev,True
R00496,multi-guard,dep-32,core,False
R00496,multi-guard,dep-30,dev,False
R00496,multi-guard,dep-30,dev,False
R00496,multi-guard,dep-30,dev,False
R00497,safeforge,typer,core,False
R00497,safeforge,ray,dev,False
R00497,safeforge,mlflow,optional,False
R00497,safeforge,faiss,core,False
R00497,safeforge,torch,optional,True
R00498,infercpp,dep-45,dev,False
R00498,infercpp,dep-17,optional,False
R00498,infercpp,dep-13,optional,False
R00499,llmjs81,scikit-learn,core,True
R00499,llmjs81,torch,dev,True
R00500,swift-embed-py,dep-37,dev,False
R00500,swift-embed-py,dep-21,core,False
R00501,promptpy,torch,optional,True
R00501,promptpy,bitsandbytes,core,True
R00501,promptpy,faiss,core,False
R00502,HZMN,redis,optional,False
R00502,HZMN,httpx,optional,False
R00502,HZMN,transformers,dev,True
R00502,HZMN,aiohttp,dev,False
R00502,HZMN,dask,optional,False
R00502,HZMN,tensorflow,core,True
R00502,HZMN,typer,dev,False
R00503,open-model-ml,gradio,dev,False
R00503,open-model-ml,polars,core,False
R00504,poly-token,flask,dev,False
R00504,poly-token,optax,optional,True
R00504,poly-token,numpy,core,False
R00504,poly-token,polars,dev,False
R00504,poly-token,einops,optional,False
R00505,train-stack,typer,dev,False
R00505,train-stack,accelerate,dev,True
R00506,rapid-token-stack,serde,optional,False
R00506,rapid-token-stack,rayon,core,False
R00506,rapid-token-stack,tch-rs,optional,True
R00507,LOBU,flask,core,False
R00507,LOBU,tiktoken,core,False
R00507,LOBU,llama-index,optional,False
R00507,LOBU,redis,dev,False
R00508,dyna-bert,optax,dev,True
R00508,dyna-bert,langchain,dev,False
R00509,flowai,ray,core,False
R00509,flowai,streamlit,core,False
R00509,flowai,scipy,optional,False
R00510,multi-chat,dask,optional,False
R00510,multi-chat,accelerate,core,True
R00510,multi-chat,aiohttp,optional,False
R00510,multi-chat,tiktoken,dev,False
R00510,multi-chat,llama-index,optional,False
R00510,multi-chat,fastapi,optional,False
R00510,multi-chat,streamlit,optional,False
R00510,multi-chat,qdrant-client,core,False
R00511,easy-vector-js,llama-index,optional,False
R00511,easy-vector-js,typer,optional,False
R00511,easy-vector-js,chromadb,dev,False
R00511,easy-vector-js,ray,optional,False
R00511,easy-vector-js,transformers,optional,True
R00511,easy-vector-js,polars,core,False
R00512,textflow,llama-index,dev,False
R00512,textflow,click,dev,False
R00512,textflow,wandb,core,False
R00512,textflow,jax,core,True
R00512,textflow,rich,optional,False
R00512,textflow,typer,core,False
R00512,textflow,optax,core,True
R00513,llm-stack,dep-5,dev,False
R00513,llm-stack,dep-24,core,False
R00513,llm-stack,dep-11,optional,False
R00514,flash-token-py,dep-32,dev,False
R00514,flash-token-py,dep-35,dev,False
R00514,flash-token-py,dep-24,core,False
R00514,flash-token-py,dep-22,core,False
R00515,agentbox,dep-49,dev,False
R00515,agentbox,dep-32,core,False
R00515,agentbox,dep-39,core,False
R00515,agentbox,dep-44,optional,False
R00516,audiostack,dep-25,optional,False
R00516,audiostack,dep-29,optional,False
R00516,audiostack,dep-3,optional,False
R00517,nano-flow,celery,optional,False
R00517,nano-flow,optax,core,True
R00517,nano-flow,datasets,core,True
R00517,nano-flow,gradio,optional,False
R00517,nano-flow,mlflow,dev,False
R00517,nano-flow,scipy,optional,False
R00517,nano-flow,flask,core,False
R00517,nano-flow,accelerate,dev,True
R00518,deep-agent,dep-46,core,False
R00518,deep-agent,dep-3,dev,False
R00518,deep-agent,dep-41,optional,False
R00518,deep-agent,dep-32,dev,False
R00519,super-tune-ai,redis,dev,False
R00519,super-tune-ai,scikit-learn,core,True
R00520,YCP,typer,optional,False
R00520,YCP,numpy,optional,False
R00520,YCP,datasets,core,True
R00521,JPYCN,dep-25,dev,False
R00522,deep-quant-forge,sentencepiece,dev,False
R00522,deep-quant-forge,wandb,dev,False
R00522,deep-quant-forge,pydantic,optional,False
R00522,deep-quant-forge,datasets,core,True
R00523,cross-rl-box,dep-9,optional,False
R00523,cross-rl-box,dep-49,dev,False
R00524,flash-gen,dep-44,dev,False
R00524,flash-gen,dep-33,optional,False
R00524,flash-gen,dep-22,core,False
R00524,flash-gen,dep-6,dev,False
R00525,rapid-rl,dep-34,dev,False
R00525,rapid-rl,dep-33,optional,False
R00525,rapid-rl,dep-5,dev,False
R00525,rapid-rl,dep-23,core,False
R00526,graphbox,prisma,dev,False
R00526,graphbox,tailwindcss,dev,False
R00526,graphbox,ai,optional,False
R00526,graphbox,next,optional,False
R00527,net-hub,scipy,optional,False
R00527,net-hub,langchain,core,False
R00527,net-hub,redis,dev,False
R00527,net-hub,flax,dev,True
R00528,VMFZM,qdrant-client,dev,False
R00528,VMFZM,numpy,core,False
R00528,VMFZM,mlflow,optional,False
R00528,VMFZM,langchain,dev,False
R00528,VMFZM,dask,core,False
R00529,chat-studio34,dep-15,core,False
R00530,eval-js,rayon,dev,False
R00530,eval-js,burn,dev,True
R00530,eval-js,candle,core,True
R00530,eval-js,serde,optional,False
R00531,HZA,dep-24,optional,False
R00531,HZA,dep-26,dev,False
R00532,trainai,dep-38,core,False
R00533,pro-eval,gradio,optional,False
R00533,pro-eval,optax,dev,True
R00534,mini-infer,typer,dev,False
